,user_id,game_name,indicator-hours
3051,68224834,War of the Roses Balance Beta,0.6
3115,34177747,Unepic,29.0
3134,34177747,"Warhammer 40,000 Dawn of War  Dark Crusade",11.9
3156,34177747,The Stanley Parable,3.1
3162,34177747,Another World,1.7
3220,44866715,"Warhammer 40,000 Space Marine",2.3
3228,44866715,Defiance,1.1
3233,44866715,Fishing Planet,0.8
3256,23883383,Alien Swarm,2.2
3308,31727716,Alien Swarm,4.5
3365,60217594,Curse The Eye of Isis,0.2
3368,14165501,Alien Swarm,1.6
3495,187283749,Eldevin,2.3
3533,242242432,Trove,0.2
3661,262861632,Trove,0.2
3739,1950243,Alien Swarm,3.8
3772,62985928,The Wizard's Pen,4.2
3785,182220992,America's Army Proving Grounds,2.7
3819,43913966,Alien Swarm,35.0
3832,43913966,Assassins Creed Unity,19.0
3852,43913966,Defiance,6.0
3882,43913966,Trove,1.3
4017,117531196,Trove,2.5
4033,117531196,Race The Sun,1.2
4035,117531196,The Stanley Parable,1.1
4054,193129684,Sigils of Elohim,0.9
4131,1364546,Alien Swarm,0.9
4157,86150792,Alien Swarm,0.1
4213,182399789,America's Army Proving Grounds,0.9
4300,64787956,The Last Remnant,0.7
4419,44482198,America's Army Proving Grounds,9.3
4428,44482198,The Cat Lady,2.3
4429,44482198,Alien Swarm,1.3
4530,79411077,Alien Swarm,19.7
4576,249232725,America's Army Proving Grounds,0.7
4584,32467994,King's Bounty Crossworlds,244.0
4601,32467994,Unepic,59.0
4603,32467994,Agarest Generations of War,55.0
4742,102825821,Trove,9.5
4757,102825821,Fishing Planet,2.4
4786,102825821,Sigils of Elohim,0.4
4821,239299518,Trove,3.6
4831,150882304,Eldevin,0.5
4991,147602462,Ghost Encounters Deadwood - Collector's Edition,2.7
5125,58768356,Cogs,2.6
5221,12610800,Alien Swarm,2.7
5283,12610800,Dungeons of Dredmor,0.4
5316,12610800,The Last Remnant,0.2
5322,12610800,Frozen Synapse,0.1
5349,172666220,Trove,75.0
5393,64394438,Alien Swarm,2.3
5514,78341587,Cogs,0.4
5528,78341587,Frozen Synapse,0.1
5581,65421540,Alien Swarm,0.2
5589,67628444,Alien Swarm,0.5
5597,287668512,Trove,0.9
5614,57798235,Alien Swarm,0.6
5637,147859903,The Swapper,4.7
5647,147859903,The Stanley Parable,2.1
5686,82174211,"Warhammer 40,000 Space Marine",16.3
5751,215160630,Trove,11.6
5767,215160630,One Manga Day,0.5
5777,68049243,Alien Swarm,8.5
5835,48028873,Tom Clancy's Splinter Cell Chaos Theory,1.6
5935,131940023,America's Army Proving Grounds,2.2
5951,297279953,Trove,95.0
5953,252507011,Trove,0.9
6009,136495026,The Stanley Parable,2.5
6075,89732768,Assassins Creed Unity,3.7
6096,124556386,Quake III Arena,1.3
6135,216025815,Trove,53.0
6384,201816765,Trove,7.2
6497,236434806,Trove,48.0
6514,114972372,Defiance,4.5
6517,114972372,Fishing Planet,2.7
6536,77279068,Alien Swarm,0.7
6592,234467038,"Pirates, Vikings, & Knights II",4.2
6595,95137775,Subnautica,34.0
6633,56333620,The Stanley Parable,1.3
6857,112110682,Alien Swarm,0.8
6910,205014771,Assassins Creed Unity,1.4
7035,106147454,The Stanley Parable,1.4
7054,166858869,Alien Swarm,3.0
7166,36439985,Alien Swarm,2.3
7169,36439985,D.I.P.R.I.P. Warm Up,0.2
7197,267053376,Defiance,2.0
7220,302916505,Fishing Planet,1.5
7274,84455820,Agarest Zero,3.8
7303,84455820,Dungeons of Dredmor,0.5
7507,141873792,Trove,27.0
7533,140825164,Alien Swarm,5.6
7587,257422299,Trove,1.3
7610,223324734,Trove,5.4
7668,118792304,Fishing Planet,0.9
7713,37827989,The Stanley Parable,2.3
7725,48080423,Defiance,6.3
7798,87734805,Galcon Legends,2.4
7885,13565651,Defiance,21.0
7917,13565651,Alien Swarm,3.6
7950,13565651,"Warhammer 40,000 Space Marine",0.7
8007,161309693,Trove,0.9
8033,65420540,MotoGP14,15.4
8087,35729292,Trove,0.1
8100,158476996,Defiance,0.6
8171,101690993,The Stanley Parable,0.8
8175,101690993,Defiance,0.4
8192,82020006,Alien Swarm,2.2
8277,53898495,Unepic,24.0
8381,77830706,Blockscape,0.5
8412,134839311,America's Army Proving Grounds,7.4
8468,35009482,Alien Swarm,0.2
8510,136135322,The Stanley Parable,3.4
8612,194670621,Subnautica,3.0
8653,81585721,The Stanley Parable,5.5
8734,86733992,Alien Swarm,7.9
8759,51951401,The Last Remnant,11.9
8762,301432974,Trove,43.0
8893,69009454,Dungeons of Dredmor,1.9
8932,69009454,"Warhammer 40,000 Space Marine",0.4
8982,67492611,Alien Swarm,21.0
9027,201737586,Trove,0.7
9118,43360645,Trove,0.4
9149,112784971,Alien Swarm,0.3
9255,45974860,"Warhammer 40,000 Dawn of War  Dark Crusade",6.2
9269,45974860,The Stanley Parable,0.7
9288,14417857,The Stanley Parable,15.9
9301,14417857,Alien Swarm,1.1
9316,82212295,Alien Swarm,19.0
9372,38100517,Alien Shooter Vengeance,4.5
9383,297340487,Trove,0.3
9428,142971534,Trove,26.0
9544,98649241,Alien Swarm,1.7
9583,127850470,Kingdoms CCG,300.0
9658,80779496,Race The Sun,13.1
9676,80779496,Dungeons of Dredmor,6.2
9686,80779496,Frozen Synapse,3.0
9717,80779496,Unepic,0.7
9728,80779496,DOOM 3,0.4
9751,31733654,Alien Swarm,7.2
9888,243664576,Trove,0.7
9907,243664576,RUSH,0.1
9997,24469287,"Warhammer 40,000 Space Marine",7.0
10009,24469287,The Swapper,6.0
10022,24469287,Unepic,4.9
10045,24469287,The Stanley Parable,4.1
10136,24469287,Betrayer,0.8
10163,24469287,King's Bounty Crossworlds,0.5
10182,24469287,Capsized,0.3
10213,63391345,America's Army Proving Grounds,1.2
10218,67791342,Alien Swarm,21.0
10347,39622853,Alien Swarm,0.7
10404,212466515,Trove,9.2
10502,11403772,Alien Swarm,13.6
10622,11403772,"Warhammer 40,000 Space Marine",2.6
10647,11403772,Canyon Capers,2.0
10672,11403772,Unepic,1.6
10719,11403772,D.I.P.R.I.P. Warm Up,1.2
10733,11403772,The Swapper,1.0
10738,11403772,Race The Sun,0.9
10784,82695118,Alien Swarm,10.3
10786,195322037,GTR 2 - FIA GT Racing Game,0.5
10906,82046939,Alien Swarm,21.0
10940,82046939,The Stanley Parable,0.7
11125,240405101,"Pirates, Vikings, & Knights II",2.2
11160,12130111,The Stanley Parable,12.3
11220,237704094,The Stanley Parable,3.9
11222,237704094,Subnautica,1.9
11334,99077905,"Warhammer 40,000 Space Marine",0.6
11379,180283418,Sacred Citadel,0.4
11446,88344296,Alien Swarm,2.8
11533,9128105,The Last Remnant,9.3
11561,9128105,Cogs,3.5
11613,9128105,Alien Swarm,0.5
11664,53779471,Alien Swarm,1.3
11675,203387556,The Stanley Parable,3.1
11709,131785763,Trove,0.2
11742,58217836,Trove,0.1
11935,156879739,Capsized,1.0
12009,244290943,Race The Sun,0.6
12011,244290943,Defiance,0.5
12079,150397316,Defiance,0.2
12080,150397316,Trove,0.1
12093,59790700,The Stanley Parable,5.0
12179,66052983,Trove,2.1
12276,86448907,Alien Swarm,0.2
12291,164511211,Trove,21.0
12297,164511211,Subnautica,11.0
12320,164511211,Fishing Planet,0.4
12426,87341384,The Last Remnant,8.2
12458,148831715,Eldevin,0.7
12467,213737989,Trove,0.9
12620,2259650,Alien Swarm,3.2
12660,2259650,SlamIt Pinball Big Score,0.7
12663,2259650,The Stanley Parable,0.6
12680,2259650,Cogs,0.3
12690,2259650,Alien Shooter Vengeance,0.1
12760,60296891,Dungeons of Dredmor,35.0
12769,60296891,Dead or Alive 5 Last Round,16.3
12788,60296891,The Swapper,4.7
12851,109669093,Alien Swarm,4.6
12978,33214968,Alien Swarm,14.9
12986,282529842,Trove,0.1
13101,49312497,Alien Swarm,1.4
13167,213610494,Trove,5.5
13170,213610494,Defiance,2.1
13172,213610494,Fishing Planet,1.4
13196,231060378,Trove,0.4
13205,71132696,"Warhammer 40,000 Space Marine",12.9
13269,71390526,Subnautica,1.8
13321,58907890,Star Wolves,0.1
13531,120420435,Defiance,5.3
13550,72907554,Unepic,1.1
13562,282464648,Trove,3.7
13707,204795948,Canyon Capers,1.4
13713,204795948,America's Army Proving Grounds,0.1
13724,195414910,Trove,3.8
13859,127461743,Trove,65.0
13909,293303005,Trove,1.1
13962,162076421,Kingdoms CCG,0.3
13994,65342306,Alien Swarm,13.3
14006,65342306,Capsized,5.0
14042,110906645,Trove,21.0
14088,101725007,Trove,1.7
14225,30440303,Capsized,1.0
14229,30440303,Alien Swarm,0.9
14326,298950,Dungeons of Dredmor,5.4
14354,298950,The Stanley Parable,1.9
14362,298950,Alien Swarm,1.6
14427,298950,The Swapper,0.2
14436,293204747,Trove,1.5
14553,62878249,"Warhammer 40,000 Dawn of War  Dark Crusade",1.3
14565,62878249,Alien Swarm,0.3
14580,46534663,Trove,0.2
14602,150137344,Trove,8.5
14665,50801801,Alien Swarm,0.2
14694,83671083,Alien Swarm,0.8
14712,60557056,D.I.P.R.I.P. Warm Up,2.4
14729,274785080,Trove,30.0
14776,173940259,Defiance,41.0
14869,280275540,Trove,2.0
14884,38323067,Defiance,0.6
14889,127894126,Alien Swarm,2.5
14942,122026623,"Warhammer 40,000 Dawn of War  Dark Crusade",18.9
14952,122026623,"Warhammer 40,000 Space Marine",10.5
14977,122026623,Race The Sun,4.0
15156,157341587,Defiance,14.5
15199,197406178,"Pirates, Vikings, & Knights II",3.1
15207,197406178,Trove,0.6
15238,254935843,Trove,1.6
15383,105384518,Defiance,13.6
15404,105384518,The Stanley Parable,4.6
15497,36546868,"Warhammer 40,000 Space Marine",4.7
15500,36546868,Frozen Synapse,3.7
15519,36546868,Cogs,2.5
15582,36546868,Alien Swarm,0.6
15591,36546868,The Stanley Parable,0.5
15607,36546868,Dungeons of Dredmor,0.3
15663,36546868,Another World,0.1
15767,72989129,Tom Clancy's Splinter Cell Chaos Theory,0.1
15823,72996988,America's Army Proving Grounds,0.2
15825,298902962,Trove,0.5
15843,95325409,Freedom Force,0.1
15848,152959594,Trove,81.0
15858,152959594,Defiance,28.0
15888,152959594,"Pirates, Vikings, & Knights II",3.8
15892,152959594,America's Army Proving Grounds,2.7
15895,152959594,Race The Sun,2.4
15962,22371742,The Last Remnant,0.6
15977,22371742,Grand Theft Auto 2,0.2
15983,100351493,The Stanley Parable,10.6
16062,66592754,Alien Swarm,18.9
16078,245859173,Trove,9.5
16091,245859173,Fishing Planet,0.2
16146,69856757,Frozen Synapse,2.7
16174,116411567,Alien Swarm,0.4
16201,83849502,The Swapper,0.1
16221,100311267,Trove,5.1
16226,100311267,America's Army Proving Grounds,4.0
16264,100311267,Defiance,0.2
16310,23717586,The Stanley Parable,1.9
16326,66463490,Alien Swarm,0.4
16374,47672756,Alien Swarm,1.6
16423,166927601,Trove,0.7
16450,73835640,Unepic,15.3
16490,73835640,Sacred Citadel,6.4
16508,73835640,The Swapper,3.2
16582,75232211,Trove,0.8
16588,75232211,America's Army Proving Grounds,0.4
16652,46637811,Trove,124.0
16671,46637811,Assassins Creed Unity,23.0
16679,46637811,"Warhammer 40,000 Dawn of War  Dark Crusade",12.7
16795,131227682,Assassins Creed Unity,2.5
16995,170460109,America's Army Proving Grounds,27.0
17019,170460109,Trove,0.4
17066,185390486,Fishing Planet,0.6
17095,20464587,Alien Swarm,0.3
17102,20464587,Defiance,0.1
17124,60859324,Assassins Creed Unity,31.0
17137,60859324,Defiance,4.7
17141,60859324,Alien Swarm,2.5
17187,67713900,Build-A-Lot,8.9
17298,26729643,"Warhammer 40,000 Space Marine",16.3
17307,26729643,Alien Swarm,10.4
17341,26729643,Capsized,1.2
17355,26729643,Trove,0.2
17467,165779930,Defiance,1.5
17515,3527485,Alien Swarm,0.2
17556,195584941,Defiance,39.0
17634,104727643,Defiance,3.4
17725,66615366,Alien Swarm,2.6
17780,281857216,Trove,1.9
17829,6717871,"Warhammer 40,000 Space Marine",1.1
17856,87938922,D.I.P.R.I.P. Warm Up,0.2
17865,181593489,Trove,23.0
17932,26465134,Alien Swarm,0.4
18062,179936723,Subnautica,6.6
18157,67694595,Alien Swarm,1.6
18190,253469905,Trove,0.9
18191,253469905,Fishing Planet,0.2
18232,68025732,Alien Swarm,2.4
18240,47644729,RACE Caterham Expansion,0.3
18282,63615483,MotoGP13,2.9
18298,63615483,Fishing Planet,0.8
18309,63615483,Agricultural Simulator 2011 Extended Edition,0.1
18453,38049880,"Warhammer 40,000 Space Marine",6.7
18539,38049880,MDK,1.1
18548,38049880,The Void,0.9
18584,38049880,Alien Swarm,0.3
18592,38049880,Descent 2,0.1
18673,33282871,Frozen Synapse,3.0
18774,49893565,Dungeons of Dredmor,11.8
18792,49893565,"Warhammer 40,000 Dawn of War  Dark Crusade",8.7
18800,49893565,"Warhammer 40,000 Space Marine",8.1
18808,49893565,Alien Swarm,7.3
18811,49893565,Frozen Synapse,7.0
18882,49893565,Unepic,2.3
18885,49893565,Freedom Force,2.1
18902,49893565,D.I.P.R.I.P. Warm Up,1.5
18968,49893565,Quake III Arena,0.3
19066,237578633,Trove,0.4
19135,89523414,War of the Roses Balance Beta,0.1
19238,213231597,Trove,0.7
19261,46301758,Frozen Synapse,6.5
19268,46301758,Alien Swarm,2.8
19285,46301758,Another World,0.2
19366,103260848,D.I.P.R.I.P. Warm Up,0.3
19446,29239329,Alien Swarm,8.5
19474,29239329,The Stanley Parable,0.3
19481,29239329,King's Bounty Crossworlds,0.1
19485,242325247,Star Traders 4X Empires,8.4
19582,7203603,America's Army Proving Grounds,9.1
19618,150789931,The Guild Gold Edition,0.4
19641,235692659,Trove,2.1
19709,18036199,Alien Swarm,0.3
19710,18036199,Fishing Planet,0.1
19721,76881558,Alien Swarm,2.5
19733,277984366,Trove,0.6
19739,106042595,Alien Swarm,3.4
19769,33013552,Alien Swarm,6.5
19834,33013552,Defiance,1.1
19841,33013552,Unepic,0.9
19868,33013552,Capsized,0.4
19899,33013552,The Swapper,0.3
20099,48984158,The Stanley Parable,3.1
20107,48984158,Why So Evil,1.9
20124,48984158,The Swapper,0.6
20158,76767,The Stanley Parable,1.8
20160,76767,Alien Swarm,0.8
20226,94269421,Nancy Drew The Captive Curse,7.4
20254,94269421,The Stanley Parable,0.9
20265,68736721,Alien Swarm,0.9
20365,33706322,DOOM 3,1.3
20374,33706322,Quake III Arena,0.6
20476,193486352,Eldevin,0.3
20535,63965791,Descent 2,0.2
20651,247912887,Trove,31.0
20661,247912887,Race The Sun,0.6
20682,148674157,Trove,6.6
20760,65610147,Alien Swarm,1.0
20901,123101539,The Swapper,3.9
20903,123101539,"Warhammer 40,000 Space Marine",2.6
21081,21061921,Alien Swarm,2.7
21123,21061921,Unepic,0.5
21206,209006754,DOOM 3,0.2
21300,86055705,Defiance,3.2
21317,86055705,Alien Swarm,1.8
21375,198722652,Trove,0.3
21389,78560022,RUSH,2.2
21397,78560022,Cogs,0.7
21545,89005236,DOOM 3,24.0
21599,3449240,Frozen Synapse,2.3
21608,3449240,RUSH,1.0
21617,3449240,The Stanley Parable,0.4
21646,66255019,Assassins Creed Unity,31.0
21684,66255019,"Warhammer 40,000 Space Marine",5.3
21694,66255019,The Stanley Parable,2.0
21858,55426012,Alien Swarm,2.8
21877,55426012,The Stanley Parable,1.0
21892,55426012,DOOM 3,0.5
22006,171691017,Trove,9.8
22045,300248088,Sigils of Elohim,888.0
22052,45774794,The Last Remnant,32.0
22289,65398650,The Swapper,8.4
22296,65398650,Lilly Looking Through,7.5
22381,65398650,Alien Swarm,0.6
22384,65398650,Freedom Force,0.4
22514,144580725,Trove,1.8
22557,80128229,Defiance,17.0
22593,80128229,Dungeons of Dredmor,2.4
22643,136139505,Defiance,1.5
22771,70408902,Frozen Synapse,7.2
22821,70408902,Cogs,0.2
22878,77794924,Alien Swarm,1.0
22998,255096684,Frontline Tactics,0.1
23044,209807861,Trove,15.1
23196,55906572,Alien Swarm,4.9
23219,55906572,"Warhammer 40,000 Space Marine",2.7
23262,55906572,The Last Remnant,0.5
23276,55906572,D.I.P.R.I.P. Warm Up,0.2
23338,258482885,Trove,18.9
23362,84883272,Cogs,9.8
23518,101687527,Trove,3.8
23554,5250,Alien Swarm,4.9
23618,54826284,The Stanley Parable,0.3
23703,61506388,The Stanley Parable,0.5
23839,80189887,"Warhammer 40,000 Dawn of War  Dark Crusade",31.0
23878,80189887,"Warhammer 40,000 Space Marine",3.5
23967,194970068,Trove,1.6
23981,142799594,Alien Swarm,8.2
23987,142799594,Trove,1.1
24008,77903318,Alien Swarm,15.0
24061,54637394,Alien Swarm,1.4
24086,304236660,Trove,1.0
24317,24721232,Galcon Legends,3.4
24333,24721232,Dungeons of Dredmor,0.8
24579,138941587,Why So Evil,5.8
24648,138941587,Canyon Capers,3.4
24652,138941587,Tea Party Simulator 2015,3.3
24689,138941587,Race The Sun,2.9
24703,138941587,Stellar 2D,2.7
24750,138941587,Yury,2.0
24833,45411694,Agarest Zero,21.0
24871,180753437,Chris Sawyer's Locomotion,2.6
24890,29983962,Alien Swarm,3.6
25051,51085779,Subnautica,28.0
25081,51085779,Alien Swarm,2.6
25153,127220350,Trove,0.2
25181,68809194,The Stanley Parable,3.0
25183,68809194,Alien Swarm,2.8
25312,158608850,Race The Sun,1.4
25319,158608850,Third Eye Crime,0.5
25334,182851135,Defiance,1.5
25374,37723786,Alien Swarm,4.0
25417,43955374,Defiance,171.0
25504,43955374,America's Army Proving Grounds,1.6
25514,43955374,"Warhammer 40,000 Dawn of War  Dark Crusade",0.7
25602,110658990,Trove,0.8
25660,239050395,Trove,10.9
25699,49462664,Trove,111.0
25719,49462664,Agarest Generations of War,30.0
25758,49462664,"Pirates, Vikings, & Knights II",8.4
25776,49462664,Alien Swarm,4.6
25795,49462664,NEKOPARA Vol. 0,2.0
25817,49462664,"Warhammer 40,000 Space Marine",0.4
25862,12985315,Alien Swarm,2.3
25869,301005939,The Stanley Parable,2.1
25897,134274586,Alien Swarm,0.5
25899,278828072,America's Army Proving Grounds,0.3
25926,88883891,Why So Evil,27.0
25957,198573013,Defiance,1.5
26034,55975168,The Stanley Parable,0.4
26169,161384593,Trove,24.0
26286,306971738,America's Army Proving Grounds,0.1
26297,92412666,Defiance,90.0
26407,75988937,Alien Swarm,1.0
26416,189734107,Trove,22.0
26419,189734107,Canyon Capers,3.8
26448,186483761,Trove,139.0
26519,975449,Frozen Synapse,12.6
26526,975449,Alien Swarm,9.8
26543,975449,The Stanley Parable,5.8
26556,975449,Dungeons of Dredmor,4.0
26577,975449,King's Bounty Crossworlds,2.5
26630,975449,Race The Sun,0.5
26648,975449,Cogs,0.3
26662,975449,Unepic,0.2
26687,975449,Your Doodles Are Bugged!,0.1
26712,144762614,Trove,125.0
26725,72717958,Alien Swarm,1.3
26754,99129765,"Warhammer 40,000 Space Marine",95.0
26851,33865373,Quake III Arena,2.2
26901,33865373,Alien Swarm,0.3
26902,33865373,Freedom Force,0.3
26942,17497581,Alien Swarm,2.9
26964,33580866,Alien Swarm,5.9
26971,33580866,D.I.P.R.I.P. Warm Up,1.0
27044,248840697,Trove,85.0
27080,58953935,Defiance,15.9
27084,58953935,Fishing Planet,2.8
27095,4595423,Alien Swarm,2.4
27107,252345719,Trove,30.0
27118,212426459,Trove,105.0
27201,126522515,Trove,12.1
27210,126522515,Defiance,4.0
27247,124437057,RUSH,7.5
27278,124437057,Cogs,1.0
27281,124437057,Fishing Planet,0.8
27285,124437057,iBomber Attack,0.4
27337,14544587,Alien Swarm,1.3
27432,86469479,Agarest Generations of War,2.8
27458,86469479,Chroma Squad,1.6
27473,86469479,Unepic,1.2
27506,86469479,The Guild Gold Edition,0.3
27592,168539881,America's Army Proving Grounds,0.4
27616,21979395,Alien Swarm,2.8
27647,67530228,Alien Swarm,0.4
27713,15196746,Frozen Synapse,4.6
27716,15196746,The Stanley Parable,4.3
27722,15196746,Alien Swarm,2.9
27725,15196746,PixelJunk Shooter Ultimate,2.4
27754,156619742,Trove,0.1
27799,17995238,Defiance,58.0
27800,17995238,"Warhammer 40,000 Space Marine",58.0
27809,17995238,Frozen Synapse,39.0
27845,17995238,Alien Swarm,10.5
27917,150182632,Trove,1.0
28006,53091150,Dungeons of Dredmor,1.8
28054,53091150,Race The Sun,0.2
28122,66650717,Alien Swarm,16.7
28297,28997716,Alien Swarm,0.8
28402,126290232,America's Army Proving Grounds,0.2
28416,157530604,The Stanley Parable,14.1
28438,261067712,Trove,12.5
28456,258530685,NEKOPARA Vol. 0,0.5
28500,140911953,Sacred Citadel,5.2
28506,254886921,America's Army Proving Grounds,6.7
28515,125718913,Trove,0.9
28552,298327915,Trove,1.4
28577,76894278,Alien Swarm,0.9
28622,201757829,Trove,3.7
28629,246819283,Trove,0.8
29005,101000574,Alien Swarm,2.6
29019,91859894,Trove,105.0
29041,91859894,The Last Remnant,9.7
29084,30614573,Alien Shooter Vengeance,8.7
29134,8585433,Sacred Citadel,16.3
29169,8585433,Alien Swarm,4.8
29291,42771635,Cogs,0.9
29344,48149238,"Warhammer 40,000 Dawn of War  Dark Crusade",17.0
29428,17017968,Alien Swarm,0.5
29499,146007471,Trove,5.7
29506,146007471,Defiance,2.3
29578,75368808,The Stanley Parable,0.4
29634,34919318,Alien Swarm,25.0
29711,173453295,Defiance,5.6
29785,47384202,DOOM 3,6.0
29799,47384202,BAD END,3.8
29810,47384202,The Stanley Parable,1.5
29815,47384202,Alien Swarm,1.1
30000,99264709,"Warhammer 40,000 Dawn of War  Dark Crusade",4.8
30027,99264709,Trove,2.1
30032,99264709,Sigils of Elohim,1.7
30067,81746734,Defiance,60.0
30093,81746734,America's Army Proving Grounds,0.3
30124,288274882,Trove,91.0
30184,201122970,Trove,1.0
30252,88035166,The Swapper,1.4
30282,279171078,Trove,9.6
30321,276057148,Trove,2.4
30329,276057148,America's Army Proving Grounds,0.9
30371,44472980,"Warhammer 40,000 Space Marine",42.0
30385,44472980,Alien Swarm,10.9
30387,44472980,Agarest Generations of War,8.7
30401,44472980,The Swapper,4.5
30515,11161178,"Warhammer 40,000 Dawn of War  Dark Crusade",0.1
30563,141721383,Alien Swarm,21.0
30765,127311699,The Stanley Parable,1.9
30780,127311699,The Last Remnant,0.4
30859,22301321,Alien Swarm,2.1
30906,22301321,"Warhammer 40,000 Space Marine",0.9
30942,22301321,Cogs,0.5
30954,22301321,DOOM 3,0.4
30985,22301321,Diamond Dan,0.1
31125,207830797,Chainsaw Warrior,3.4
31134,207830797,The Stanley Parable,2.1
31178,102016550,The Stanley Parable,4.3
31245,107743243,"Warhammer 40,000 Dawn of War  Dark Crusade",17.7
31330,227811695,Trove,2.1
31475,162068651,The Stanley Parable,4.2
31497,113794086,Alien Swarm,0.7
31520,59205262,The Stanley Parable,0.9
31521,59205262,Alien Swarm,0.3
31553,23225650,Subnautica,6.1
31627,120139965,The Stanley Parable,0.4
31704,113752996,The Stanley Parable,2.9
31723,113752996,iO,1.0
31769,131444737,"Pirates, Vikings, & Knights II",1.5
31827,133938767,Alien Swarm,34.0
31841,156675178,Unepic,4.8
31923,35039277,Cogs,2.0
31929,35039277,Alien Swarm,0.7
31975,1936551,"Warhammer 40,000 Space Marine",11.2
32009,1936551,The Swapper,1.1
32043,151662395,Trove,1.5
32047,151662395,Black Fire,0.3
32079,201974556,Fishing Planet,2.1
32147,11794760,Alien Swarm,0.4
32431,52723676,"Warhammer 40,000 Space Marine",28.0
32460,128925610,Eldevin,0.4
32529,304971849,Trove,0.1
32576,67694014,Alien Swarm,2.7
32578,119829710,Alien Swarm,0.1
32591,277635586,Trove,0.4
32634,57603447,The Stanley Parable,2.5
32832,33622085,Alien Swarm,8.5
32848,33622085,The Stanley Parable,3.4
33093,205758042,America's Army Proving Grounds,0.3
33173,170172944,Defiance,0.4
33220,79017735,Fishing Planet,0.9
33286,23672423,Alien Swarm,4.9
33333,111820040,"Warhammer 40,000 Space Marine",1.3
33392,151042957,Alien Swarm,0.3
33413,65064340,The Stanley Parable,4.5
33443,181857096,Trove,6.6
33463,119909634,Trove,0.3
33477,38465050,Race The Sun,21.0
33533,237244349,Defiance,12.4
33537,237244349,Trove,2.2
33592,137222368,Trove,0.2
33708,51557405,Cogs,2.9
33725,51557405,Frozen Synapse,1.9
33728,51557405,The Stanley Parable,1.8
33763,51557405,The Swapper,0.8
33776,51557405,Alien Swarm,0.5
33817,118554131,Fishing Planet,1.8
33891,149920224,Trove,4.9
34047,247686933,Trove,7.4
34111,55367062,The Swapper,0.2
34222,96902425,Alien Swarm,0.4
34246,161991221,Defiance,9.6
34352,242523654,"Warhammer 40,000 Dawn of War  Dark Crusade",0.2
34489,30246419,The Last Remnant,1.2
34507,30246419,Grand Theft Auto 2,0.5
34515,30246419,Frozen Synapse,0.3
34593,80550861,The Stanley Parable,0.7
34603,178574781,Defiance,4.4
34773,113224251,Alien Swarm,0.3
34784,105024602,Alien Swarm,2.7
34800,203241031,Defiance,277.0
34804,203241031,Eldevin,0.1
34869,88525821,The Last Remnant,5.0
34942,127272741,Trove,12.3
34969,127272741,America's Army Proving Grounds,2.6
34979,127272741,Monopoly,1.0
34993,127272741,The Stanley Parable,0.4
35002,127272741,Oh...Sir!,0.1
35074,35701646,The Stanley Parable,2.1
35090,35701646,Cogs,0.9
35154,163281091,Subnautica,7.5
35162,163281091,Trove,0.2
35191,68530075,Alien Swarm,0.4
